0	11564090.9	142752	0	0	3600	14	11561000	11568000	137000	142900
1	11567429.33	140949.3315	3	29.96532277	2858.578091	3.487228825	11561000	11568000	137000	142900
2	11565916.84	139518.291	1	54.74509193	3338.343272	4.531151448	11561000	11568000	137000	142900
3	11563738.55	138745.642	1	196.2825863	2397.127168	2.08581618	11561000	11568000	137000	142900
4	11565281.16	141735.7962	2	149.6262551	1716.6247905	3.189791088	11561000	11568000	137000	142900
5	11564742.72	140271.0556	3	72.22445656	1485.3726501	3.750479716	11561000	11568000	137000	142900
6	11565800.19	139123.9927	4	902.6002538	2416.277117	4.422526137	11561000	11568000	137000	142900
7	11564292.71	142886.2799	4	327.5491464	1021.272985	1.987987308	11561000	11568000	137000	142900
8	11561789.88	141518.7876	3	24.35409264	1362.965468	2.291974361	11561000	11568000	137000	142900
9	11564068.71	140850.9251	2	8.284274108	1272.4453368	3.882894606	11561000	11568000	137000	142900
10	11567541.69	138879.8476	2	493.4084477	1580.548868	3.555648355	11561000	11568000	137000	142900
11	11567203.53	137749.7486	1	179.2065987	1255.026131	1.900076351	11561000	11568000	137000	142900
12	11565613.65	139590.0801	1	41.69135698	2098.741157	3.529352341	11561000	11568000	137000	142900
13	11565170.4	137887.637	3	9.947526284	3310.959755	1.512755251	11561000	11568000	137000	142900
14	11566623.45	137327.5024	4	299.2472399	2259.220685	2.154743819	11561000	11568000	137000	142900
15	11565077.47	140758.2819	3	62.45017462	1509.9100433	4.772521034	11561000	11568000	137000	142900
16	11564090.9	142752	0	0	3600	14	11561000	11568000	137000	142900

8	6	15	14	3600
