0	11564090.9 	142752 	0 	0 	3600 	14 	11561000	11568000	137000	142900
1	11561575.43	140577.4368	1 	159.4796439	1308.511661	3.237118503	11561000	11568000	137000	142900
2	11564651.79	138544.3597	1 	79.04985293	1747.598375	1.750988248	11561000	11568000	137000	142900
3	11561768.21	137481.9411	1 	188.4138585	1496.903691	4.641759177	11561000	11568000	137000	142900
4	11567529.89	138912.8364	2 	20.79250594	2930.598577	2.120831631	11561000	11568000	137000	142900
5	11562393.77	140012.2738	3 	171.5095169	2277.090014	2.555707363	11561000	11568000	137000	142900
6	11564365.22	137166.0804	4 	755.7921376	2215.46555	4.320435468	11561000	11568000	137000	142900
7	11567213.55	141285.6264	3 	493.6746857	2199.581098	3.794217151	11561000	11568000	137000	142900
8	11563844.18	140666.0392	4 	244.3910737	2611.994404	1.743806087	11561000	11568000	137000	142900
9	11566256.98	138299.5409	3 	246.4042533	2258.983213	2.385220878	11561000	11568000	137000	142900
10	11562006.17	138406.7561	2 	766.2563073	2733.183417	4.650686374	11561000	11568000	137000	142900
11	11565296.15	137723.4835	4 	100.9731487	3035.014768	5.042481667	11561000	11568000	137000	142900
12	11562917.91	141722.8942	3 	234.1005314	3116.362234	1.618916016	11561000	11568000	137000	142900
13	11566206.22	140518.14	3 	214.5732065	1405.264158	4.98128831	11561000	11568000	137000	142900
14	11562989.87	140547.7277	3 	12.76928377	1172.964014	2.292214306	11561000	11568000	137000	142900
15	11561705.99	142445.515	3 	225.7611646	2132.514434	2.553842225	11561000	11568000	137000	142900
16	11566508.93	139916.0184	3 	473.9606971	3552.400162	2.491083944	11561000	11568000	137000	142900
17	11564813.88	142519.6294	1 	56.95781192	186.4637801	1.656459582	11561000	11568000	137000	142900
18	11566223.85	140220.2244	4 	19.96560139	1307.05386	2.698175659	11561000	11568000	137000	142900
19	11564791.13	137043.0955	1 	533.8888818	2333.304217	2.903722203	11561000	11568000	137000	142900
20	11562743.16	138137.0157	4 	484.6282727	1785.67961	3.054373248	11561000	11568000	137000	142900
21	11561673.37	138565.664	2 	115.371388	2659.671197	4.570651834	11561000	11568000	137000	142900
22	11566763.38	140304.7267	2 	278.2278618	1493.908736	3.336206203	11561000	11568000	137000	142900
23	11562140.21	141646.7329	3 	307.0646678	1660.529222	2.440073552	11561000	11568000	137000	142900
24	11564502.52	139614.3087	1 	473.1813367	1248.49611	1.799600847	11561000	11568000	137000	142900
25	11562904.4	139342.3048	2 	92.33502117	1370.380962	1.586329222	11561000	11568000	137000	142900
26	11567584.96	137633.6981	1 	1007.293863	2905.271798	1.839017255	11561000	11568000	137000	142900
27	11564090.9 	142752 	0 	0 	3600 	14 	11561000	11568000	137000	142900

17	3	5	14	3600
