0	11564090.9	142752	0	0	3600	14	11561000	11568000	137000	142900
1	11563375.01	138610.3466	4	173.9409332	1456.478238	2.148521497	11561000	11568000	137000	142900
2	11561580.71	140827.794	3	77.7139487	2459.756974	2.668488111	11561000	11568000	137000	142900
3	11561806.22	142348.9965	4	164.2842658	1574.7238199	1.577343927	11561000	11568000	137000	142900
4	11561810.45	141914.9757	3	68.58248158	1163.267233	2.944390793	11561000	11568000	137000	142900
5	11567148.39	137522.3669	1 	124.2729373	2852.355702	4.931214098	11561000	11568000	137000	142900
6	11562122.44	137284.6414	2	375.410671	2635.468625	3.947064985	11561000	11568000	137000	142900
7	11565795.96	138893.2766	3	943.7775624	2422.356212	5.147061216	11561000	11568000	137000	142900
8	11566435.55	138429.6786	2	901.2470227	1467.574566	3.367294229	11561000	11568000	137000	142900
9	11566354.76	140023.2077	1	724.8545624	3576.259895	3.122868893	11561000	11568000	137000	142900
10	11562701.6	142075.8708	1	288.3643748	1758.222221	4.838393653	11561000	11568000	137000	142900
11	11567056.61	138437.0788	1	63.22268997	1711.555164	5.043598773	11561000	11568000	137000	142900
12	11563393.84	139652.3353	2	354.3096499	724.0198574	4.087785771	11561000	11568000	137000	142900
13	11563569.18	142286.2441	3	149.1714141	1474.514174	1.934815542	11561000	11568000	137000	142900
14	11567336.74	138027.5448	3	259.29714	1014.11595	2.259865102	11561000	11568000	137000	142900
15	11561845.24	137184.7423	1	303.0291767	1317.7684852	4.685358004	11561000	11568000	137000	142900
16	11561128.74	137859.1792	3	613.5609773	1106.710304	2.465984009	11561000	11568000	137000	142900
17	11563557.92	137870.8725	1	787.2129967	961.9296361	3.786381379	11561000	11568000	137000	142900
18	11566135.21	139587.2244	1	182.7674451	1188.7218899	4.441486544	11561000	11568000	137000	142900
19	11561227.46	141301.7163	3	765.1290195	1006.282298	4.680053227	11561000	11568000	137000	142900
20	11567947.94	141086.2012	3	290.4222659	3182.86619	2.254679927	11561000	11568000	137000	142900
21	11564090.9	142752	0	0	3600	14	11561000	11568000	137000	142900

12	3	5	14	3600
